status,selected_side,stat,period,line,conditional_on_appearance,hat_m,expected_minutes,hat_p,g,mu,beta,bundle_hash,n_draws,seed,player_name,player_id,book,commence_time,quote_ts,feature_as_of,season_type,over_model_probability,over_raw_implied_probability,over_vig_free_probability,over_edge,over_ev,under_model_probability,under_raw_implied_probability,under_vig_free_probability,under_edge,under_ev,reason
PRICED,over,PTS,full_game,5.5,True,21.780101776123047,21.982887621962284,7.237109661102295,-0.006584975716871184,7.230524685385424,0.4915060991395564,78bf92243997831090f4e81bdc0a5d4d7ba172f90b72e1ee43b198174beb3eea,4000,42,Oso Ighodaro,1642345,Bovada,2026-02-11,2026-02-10 14:47:44,2026-02-10,Regular Season,0.64525,0.46511627906976744,0.43668122270742354,0.20856877729257645,0.3872874999999999,0.35475,0.6,0.5633187772925764,-0.2085687772925764,-0.40875000000000006,
PRICED,over,PTS,full_game,10.5,True,21.870361328125,22.073147173964237,11.323517799377441,0.044482027608289086,11.36799982698573,0.4915060991395564,78bf92243997831090f4e81bdc0a5d4d7ba172f90b72e1ee43b198174beb3eea,4000,42,Klay Thompson,202691,Bovada,2026-02-11,2026-02-10 14:47:44,2026-02-10,Regular Season,0.53325,0.38461538461538464,0.36041189931350115,0.17283810068649885,0.38645000000000007,0.46675,0.6825396825396826,0.6395881006864989,-0.17283810068649885,-0.3161569767441861,
PRICED,over,PTS,full_game,10.5,True,24.841453552246094,24.820706058119114,13.153303146362305,0.08412677494648925,13.237429921308793,0.5327606694856868,78bf92243997831090f4e81bdc0a5d4d7ba172f90b72e1ee43b198174beb3eea,4000,42,Reed Sheppard,1642263,Bovada,2026-02-11,2026-02-10 14:47:44,2026-02-10,Regular Season,0.6755,0.4878048780487805,0.4592085979482169,0.2162914020517831,0.38477499999999987,0.3245,0.574468085106383,0.5407914020517831,-0.2162914020517831,-0.43512962962962964,
PRICED,over,PTS,full_game,10.5,True,24.841453552246094,24.820706058119114,13.153303146362305,0.08412677494648925,13.237429921308793,0.5327606694856868,78bf92243997831090f4e81bdc0a5d4d7ba172f90b72e1ee43b198174beb3eea,4000,42,Reed Sheppard,1642263,BetRivers,2026-02-11,2026-02-10 14:47:44,2026-02-10,Regular Season,0.6755,0.4878048780487805,0.4546740873502499,0.2208259126497501,0.38477499999999987,0.3245,0.5850622406639004,0.5453259126497499,-0.22082591264974993,-0.4453581560283687,
PRICED,over,PTS,full_game,10.5,True,26.65955352783203,26.638806033705052,10.706583023071289,0.09390418693592344,10.800487210007212,0.5327606694856868,78bf92243997831090f4e81bdc0a5d4d7ba172f90b72e1ee43b198174beb3eea,4000,42,Harrison Barnes,203084,Bovada,2026-02-11,2026-02-10 14:47:44,2026-02-10,Regular Season,0.50325,0.36363636363636365,0.33999999999999997,0.16325,0.38393749999999993,0.49675,0.7058823529411765,0.66,-0.16325,-0.29627083333333326,
PRICED,over,PTS,full_game,10.5,True,26.756629943847656,26.735882449720677,11.537163734436035,0.03702039253973528,11.574184126975771,0.5327606694856868,78bf92243997831090f4e81bdc0a5d4d7ba172f90b72e1ee43b198174beb3eea,4000,42,Julian Champagnie,1630577,Bovada,2026-02-11,2026-02-10 14:47:44,2026-02-10,Regular Season,0.551,0.4,0.375,0.17600000000000005,0.37750000000000006,0.44899999999999995,0.6666666666666666,0.625,-0.17600000000000005,-0.32650000000000007,
PRICED,over,PTS,full_game,18.5,True,34.018096923828125,34.176092681407994,18.46609115600586,0.0743639184426799,18.540455074448538,0.6420909777808131,78bf92243997831090f4e81bdc0a5d4d7ba172f90b72e1ee43b198174beb3eea,4000,42,OG Anunoby,1628384,Bovada,2026-02-11,2026-02-10 14:47:44,2026-02-10,Regular Season,0.499,0.36363636363636365,0.33999999999999997,0.15900000000000003,0.37224999999999997,0.501,0.7058823529411765,0.66,-0.15900000000000003,-0.29024999999999995,
PRICED,over,PTS,full_game,11.5,True,25.51629066467285,25.495543170545872,11.054433822631836,0.15562935524424365,11.21006317787608,0.5327606694856868,78bf92243997831090f4e81bdc0a5d4d7ba172f90b72e1ee43b198174beb3eea,4000,42,Landry Shamet,1629013,Bovada,2026-02-11,2026-02-10 14:47:44,2026-02-10,Regular Season,0.4725,0.3448275862068966,0.32315978456014366,0.14934021543985632,0.37024999999999986,0.5275000000000001,0.7222222222222222,0.6768402154398564,-0.14934021543985632,-0.2696153846153846,
PRICED,over,PTS,full_game,11.5,True,22.980871200561523,23.18365704640076,13.551445007324219,-0.04473851957369768,13.50670648775052,0.4915060991395564,78bf92243997831090f4e81bdc0a5d4d7ba172f90b72e1ee43b198174beb3eea,4000,42,Keldon Johnson,1629640,Bovada,2026-02-11,2026-02-10 14:47:44,2026-02-10,Regular Season,0.62125,0.45454545454545453,0.4248366013071895,0.1964133986928105,0.36675,0.37875000000000003,0.6153846153846154,0.5751633986928104,-0.19641339869281038,-0.38453124999999994,
PRICED,over,PTS,full_game,17.5,True,34.018096923828125,34.176092681407994,18.46609115600586,0.0743639184426799,18.540455074448538,0.6420909777808131,78bf92243997831090f4e81bdc0a5d4d7ba172f90b72e1ee43b198174beb3eea,4000,42,OG Anunoby,1628384,Bovada,2026-02-11,2026-02-10 14:47:44,2026-02-10,Regular Season,0.56525,0.4166666666666667,0.39094650205761317,0.17430349794238686,0.35660000000000003,0.43474999999999997,0.6491228070175439,0.6090534979423868,-0.17430349794238686,-0.33025000000000004,
PRICED,over,PTS,full_game,11.5,True,22.980871200561523,23.18365704640076,13.551445007324219,-0.04473851957369768,13.50670648775052,0.4915060991395564,78bf92243997831090f4e81bdc0a5d4d7ba172f90b72e1ee43b198174beb3eea,4000,42,Keldon Johnson,1629640,BetRivers,2026-02-11,2026-02-10 14:47:44,2026-02-10,Regular Season,0.62125,0.45871559633027525,0.42590545549125436,0.1953445445087456,0.3543249999999998,0.37875000000000003,0.6183206106870229,0.5740945445087458,-0.19534454450874572,-0.38745370370370363,
PRICED,over,PTS,full_game,10.5,True,24.841453552246094,24.820706058119114,13.153303146362305,0.08412677494648925,13.237429921308793,0.5327606694856868,78bf92243997831090f4e81bdc0a5d4d7ba172f90b72e1ee43b198174beb3eea,4000,42,Reed Sheppard,1642263,BetOnline.ag,2026-02-11,2026-02-10 14:47:44,2026-02-10,Regular Season,0.6755,0.5,0.4693877551020409,0.2061122448979591,0.351,0.3245,0.5652173913043478,0.5306122448979592,-0.2061122448979592,-0.4258846153846154,
