status,selected_side,stat,period,line,conditional_on_appearance,hat_m,expected_minutes,hat_p,g,mu,beta,bundle_hash,n_draws,seed,player_name,player_id,book,commence_time,quote_ts,feature_as_of,season_type,over_model_probability,over_raw_implied_probability,over_vig_free_probability,over_edge,over_ev,under_model_probability,under_raw_implied_probability,under_vig_free_probability,under_edge,under_ev,reason
PRICED,over,PTS,full_game,8.5,True,22.702890396118164,22.9056762419574,11.164196968078613,0.19264314361889448,11.356840111697508,0.4915060991395564,78bf92243997831090f4e81bdc0a5d4d7ba172f90b72e1ee43b198174beb3eea,4000,42,Jared McCain,1642272,Bovada,2026-03-25,2026-03-25 13:19:22,2026-03-25,Regular Season,0.6745,0.37735849056603776,0.35437430786268,0.32012569213732,0.7874249999999999,0.3255,0.6875,0.6456256921373201,-0.3201256921373201,-0.5265454545454545,
PRICED,over,PTS,full_game,6.5,True,19.511953353881836,19.714739199721073,7.351264476776123,-0.12148280160613123,7.229781675169992,0.4915060991395564,78bf92243997831090f4e81bdc0a5d4d7ba172f90b72e1ee43b198174beb3eea,4000,42,Jaylin Williams,1631119,Bovada,2026-03-25,2026-03-25 13:19:22,2026-03-25,Regular Season,0.538,0.32786885245901637,0.3079416531604538,0.23005834683954623,0.6409,0.46199999999999997,0.7368421052631579,0.6920583468395461,-0.23005834683954618,-0.373,
PRICED,over,PTS,full_game,7.5,True,22.702890396118164,22.9056762419574,11.164196968078613,0.19264314361889448,11.356840111697508,0.4915060991395564,78bf92243997831090f4e81bdc0a5d4d7ba172f90b72e1ee43b198174beb3eea,4000,42,Jared McCain,1642272,Bovada,2026-03-25,2026-03-25 13:19:22,2026-03-25,Regular Season,0.7365,0.45454545454545453,0.4248366013071895,0.31166339869281057,0.6203000000000002,0.26349999999999996,0.6153846153846154,0.5751633986928104,-0.31166339869281046,-0.5718125000000001,
PRICED,over,PTS,full_game,6.5,True,22.702890396118164,22.9056762419574,11.164196968078613,0.19264314361889448,11.356840111697508,0.4915060991395564,78bf92243997831090f4e81bdc0a5d4d7ba172f90b72e1ee43b198174beb3eea,4000,42,Jared McCain,1642272,BetOnline.ag,2026-03-25,2026-03-25 13:19:22,2026-03-25,Regular Season,0.79625,0.5,0.4693877551020409,0.3268622448979591,0.5925,0.20375,0.5652173913043478,0.5306122448979592,-0.32686224489795923,-0.6395192307692308,
PRICED,over,PTS,full_game,26.5,True,27.472047805786133,27.451300311659153,27.895212173461914,-0.24183848605099564,27.65337368741092,0.5327606694856868,78bf92243997831090f4e81bdc0a5d4d7ba172f90b72e1ee43b198174beb3eea,4000,42,Joel Embiid,203954,Bovada,2026-03-25,2026-03-25 13:19:22,2026-03-25,Regular Season,0.539,0.3448275862068966,0.32315978456014366,0.21584021543985638,0.5631,0.46099999999999997,0.7222222222222222,0.6768402154398564,-0.21584021543985643,-0.36169230769230776,
PRICED,over,PTS,full_game,5.5,True,19.511953353881836,19.714739199721073,7.351264476776123,-0.12148280160613123,7.229781675169992,0.4915060991395564,78bf92243997831090f4e81bdc0a5d4d7ba172f90b72e1ee43b198174beb3eea,4000,42,Jaylin Williams,1631119,Bovada,2026-03-25,2026-03-25 13:19:22,2026-03-25,Regular Season,0.63325,0.40816326530612246,0.3838517538054269,0.24939824619457307,0.5514625000000001,0.36675,0.6551724137931034,0.6161482461945731,-0.24939824619457307,-0.4402236842105263,
PRICED,over,PTS,full_game,25.5,True,27.472047805786133,27.451300311659153,27.895212173461914,-0.24183848605099564,27.65337368741092,0.5327606694856868,78bf92243997831090f4e81bdc0a5d4d7ba172f90b72e1ee43b198174beb3eea,4000,42,Joel Embiid,203954,Bovada,2026-03-25,2026-03-25 13:19:22,2026-03-25,Regular Season,0.591,0.38461538461538464,0.36041189931350115,0.23058810068649882,0.5366,0.40900000000000003,0.6825396825396826,0.6395881006864989,-0.23058810068649882,-0.4007674418604651,
PRICED,over,PTS,full_game,14.5,True,28.3916072845459,28.370859790418915,15.671921730041504,-0.24192202132832527,15.42999970871318,0.5327606694856868,78bf92243997831090f4e81bdc0a5d4d7ba172f90b72e1ee43b198174beb3eea,4000,42,Peyton Watson,1631212,Bovada,2026-03-26,2026-03-25 13:19:22,2026-03-25,Regular Season,0.5255,0.3448275862068966,0.32315978456014366,0.2023402154398563,0.5239499999999998,0.47450000000000003,0.7222222222222222,0.6768402154398564,-0.20234021543985636,-0.34299999999999997,
PRICED,over,PTS,full_game,7.5,True,23.175039291381836,23.377825137221073,7.472708225250244,0.10977747715776898,7.582485702408013,0.4915060991395564,78bf92243997831090f4e81bdc0a5d4d7ba172f90b72e1ee43b198174beb3eea,4000,42,Terance Mann,1629611,Bovada,2026-03-26,2026-03-25 13:19:22,2026-03-25,Regular Season,0.50225,0.3333333333333333,0.3125,0.18974999999999997,0.5067499999999999,0.49775,0.7333333333333333,0.6875,-0.18974999999999997,-0.3212499999999999,
PRICED,over,PTS,full_game,5.5,True,22.702890396118164,22.9056762419574,11.164196968078613,0.19264314361889448,11.356840111697508,0.4915060991395564,78bf92243997831090f4e81bdc0a5d4d7ba172f90b72e1ee43b198174beb3eea,4000,42,Jared McCain,1642272,BetMGM,2026-03-25,2026-03-25 13:19:22,2026-03-25,Regular Season,0.8485,0.5652173913043478,0.5246062992125985,0.32389370078740154,0.5011923076923077,0.15149999999999997,0.5121951219512195,0.4753937007874017,-0.3238937007874017,-0.7042142857142858,
